,0
206,https://wikimediafoundation.org/
207,https://en.wikipedia.org/wiki/World_Wide_Web_Worm
208,https://en.wikipedia.org/wiki/TkWWW_Robot
209,https://en.wikipedia.org/wiki/#Restricting_followed_links
210,https://en.wikipedia.org/wiki/CiteSeerX_(identifier)
211,https://en.wikipedia.org/wiki/#Crawling_the_deep_web
212,https://en.wikipedia.org/wiki/#cite_ref-11
213,https://en.wikipedia.org/wiki/Natural_language_search_engine
214,https://en.wikipedia.org/wiki/Open_Search_Server
215,https://en.wikipedia.org/wiki/Python_(programming_language)
216,https://mhr.wikipedia.org/wiki/%D0%9A%D1%8B%D1%87%D0%B0%D0%BB%D1%88%D0%B5_%D1%80%D0%BE%D0%B1%D0%BE%D1%82
217,https://en.wikipedia.org/wiki/Search_by_sound
218,https://ca.wikipedia.org/wiki/Aranya_web
219,https://en.wikipedia.org/wiki/#cite_ref-47
220,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=12
221,https://en.wikipedia.org/wiki/DuckDuckGo
222,https://en.wikipedia.org/wiki/Special:BookSources/978-1581133486
223,https://www.researchgate.net/publication/220724572_A_Fast_Community_Based_Algorithm_for_Generating_Web_Crawler_Seeds_Set
224,https://en.wikipedia.org/wiki/Wikipedia:Link_rot
225,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=10
226,https://web.archive.org/web/20171224210412/http://www10.org/cdrom/papers/pdf/p208.pdf
227,https://en.wikipedia.org/wiki/ArXiv_(identifier)
228,https://en.wikipedia.org/wiki/#cite_ref-3
229,https://doi.org/10.1145%2F342009.335391
230,https://en.wikipedia.org/wiki/Bandwidth_(computing)
231,https://en.wikipedia.org/wiki/#cite_ref-22
232,https://en.wikipedia.org/wiki/Wide_area_information_server
233,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=6
234,https://en.wikipedia.org/wiki/Template_talk:Internet_search
235,https://en.wikipedia.org/wiki/#cite_note-baeza2005-16
236,https://en.wikipedia.org/wiki/#cite_note-26
237,https://www.cs.brown.edu/courses/cs227/2002/cache/Cho.pdf
238,https://en.wikipedia.org/wiki/Bibcode_(identifier)
239,https://web.archive.org/web/20080320035819/https://www2003.org/cdrom/papers/refereed/p007/p7-abiteboul.html
240,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Universal_Code_of_Conduct
241,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.59.5877
242,https://en.wikipedia.org/wiki/#cite_note-18
243,https://en.wikipedia.org/wiki/#cite_ref-38
244,https://en.wikipedia.org/wiki/#cite_note-Canada-2017-04-11-50
245,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B8%D1%81%D0%BA%D0%BE%D0%B2%D1%8B%D0%B9_%D1%80%D0%BE%D0%B1%D0%BE%D1%82
246,https://en.wikipedia.org/wiki/#cite_note-13
247,https://nn.wikipedia.org/wiki/S%C3%B8kerobot
248,https://en.wikipedia.org/wiki/Unintended_consequences
249,https://en.wikipedia.org/wiki/Uniform_Resource_Locator
250,https://en.wikipedia.org/wiki/Special:BookSources/978-3-54046332-0
251,https://en.wikipedia.org/wiki/Category:CS1_errors:_missing_periodical
252,https://en.wikipedia.org/wiki/#cite_ref-44
253,https://ia.wikipedia.org/wiki/Rastreator_de_rete
254,https://ro.wikipedia.org/wiki/Robot_de_c%C4%83utare
255,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.117.185
256,https://en.wikipedia.org/wiki/#Overview
257,https://en.wikipedia.org/wiki/Internet_bot
258,https://en.wikipedia.org/wiki/Panos_Ipeirotis
259,https://en.wikipedia.org/wiki/Wayback_Machine
260,https://en.wikipedia.org/wiki/Software_as_a_service
261,https://en.wikipedia.org/wiki/#cite_note-pinkerton1994-23
262,http://www.robotstxt.org/wc/guidelines.html
263,https://en.wikipedia.org/wiki/TkWWW
264,https://arxiv.org/abs/cs/0503069
265,https://en.wikipedia.org/wiki/#Security
266,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=26
267,https://doi.org/10.1145%2F572326.572328
268,https://en.wikipedia.org/wiki/Recursion
269,https://en.wikipedia.org/wiki/Cross-language_information_retrieval
270,https://en.wikipedia.org/wiki/TkWWW_robot
271,https://en.wikipedia.org/wiki/#cite_note-3
272,https://en.wikipedia.org/wiki/#cite_note-27
273,https://www.researchgate.net/publication/264620349
274,https://hr.wikipedia.org/wiki/Web_pauk
275,https://en.wikipedia.org/wiki/#cite_ref-13
276,https://en.wikipedia.org/wiki/Special:BookSources/978-3-540-40676-1
277,https://developer.wikimedia.org
278,https://en.wikipedia.org/wiki/Internet_Archive
279,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=16
280,https://en.wikipedia.org/wiki/Category:Articles_with_unsourced_statements_from_June_2021
281,https://th.wikipedia.org/wiki/%E0%B9%80%E0%B8%A7%E0%B9%87%E0%B8%9A%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%A7%E0%B9%8C%E0%B9%80%E0%B8%A5%E0%B8%AD%E0%B8%A3%E0%B9%8C
282,https://en.wikipedia.org/wiki/#cite_ref-cho2003_31-1
283,https://en.wikipedia.org/wiki/Backlink
284,http://www10.org/cdrom/papers/pdf/p208.pdf
285,https://en.wikipedia.org/wiki/Wget
286,https://doi.org/10.1145%2F2389936.2389949
287,https://web.archive.org/web/20170925203155/https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/protecting-your-privacy/privacy-impact-assessment/xenon-web-crawling-initiative-privacy-impact-assessment-summary.html
288,https://en.wikipedia.org/wiki/Category:All_articles_with_unsourced_statements
289,https://en.wikipedia.org/wiki/#cite_ref-48
290,https://pt.wikipedia.org/wiki/Rastreador_web
291,https://en.wikipedia.org/wiki/#cite_ref-24
292,https://en.wikipedia.org/wiki/#cite_ref-14
293,https://en.wikipedia.org/wiki/#bodyContent
294,https://en.wikipedia.org/wiki/MnoGoSearch
295,https://en.wikipedia.org/wiki/S2CID_(identifier)
296,https://en.wikipedia.org/wiki/#cite_ref-43
297,https://en.wikipedia.org/wiki/CiteSeer
298,https://en.wikipedia.org/wiki/OpenSearch_(specification)
299,https://en.wikipedia.org/wiki/#cite_ref-20
300,https://en.wikipedia.org/wiki/WebCrawler
301,https://doi.org/10.1007%2F978-3-540-30216-2_14
302,https://en.wikipedia.org/wiki/Help:CS1_errors#missing_periodical
303,https://en.wikipedia.org/wiki/#cite_ref-spekta_2-0
304,https://cy.wikipedia.org/wiki/Ymgripiwr_gwe
305,https://en.wikipedia.org/wiki/#cite_note-17
306,https://en.wikipedia.org/wiki/#cite_ref-45
307,https://en.wikipedia.org/wiki/Web_content
308,https://en.wikipedia.org/wiki/Google_hacking
309,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=1
310,https://en.wikipedia.org/wiki/Document_retrieval
311,https://en.wikipedia.org/wiki/HTTP
312,https://en.wikipedia.org/wiki/Collaborative_search_engine
313,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=18
314,https://en.wikipedia.org/wiki/Arac_(video_game)
315,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy
316,https://hdl.handle.net/20.500.11937%2F48288
317,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.126.6094
318,https://en.wikipedia.org/wiki/#cite_note-22
319,https://en.wikipedia.org/wiki/OWASP
320,https://web.archive.org/web/20040317210216/http://www.fxpal.com/people/vdberg/pubs/www8/www1999f.pdf
321,https://en.wikipedia.org/wiki/#cite_note-spekta-2
322,https://en.wikipedia.org/wiki/#cite_ref-34
323,https://en.wikipedia.org/wiki/#cite_note-46
324,https://en.wikipedia.org/wiki/Search_engines
325,https://en.wikipedia.org/wiki/Cross-language_search
326,https://en.wikipedia.org/wiki/URL_rewriting
327,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=23
328,https://en.wikipedia.org/wiki/Special:SpecialPages
329,https://en.wikipedia.org/wiki/#cite_note-8
330,https://en.wikipedia.org/wiki/#Academic_focused_crawler
331,https://bar.wikipedia.org/wiki/Webcrawler
332,https://en.wikipedia.org/wiki/Grub_(search_engine)
333,https://en.wikipedia.org/wiki/Webist
334,https://en.wikipedia.org/wiki/Java_(programming_language)
335,https://en.wikipedia.org/wiki/Websites
336,https://en.wikipedia.org/wiki/Representational_State_Transfer
337,https://api.semanticscholar.org/CorpusID:16718130
338,https://en.wikipedia.org/wiki/#cite_note-47
339,https://en.wikipedia.org/wiki/HTML
340,https://en.wikipedia.org/wiki/Web_archiving
341,https://en.wikipedia.org/wiki/Metasearch_engine
342,https://pubmed.ncbi.nlm.nih.gov/10428673
343,http://semanticweb.com/more-semantics-for-google-ita-software-acquisition-comes-with-needlebase-too_b19329
344,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=19
345,https://en.wikipedia.org/wiki/#cite_note-cho2003a-32
346,https://www.slideshare.net/denshe/icwe13-tutorial-webcrawling
347,https://en.wikipedia.org/wiki/Web_page
348,https://web.archive.org/web/20170922004119/http://www.scit.wlv.ac.uk/~in7803/publications/cothey_2004.pdf
349,https://en.wikipedia.org/wiki/Website
350,https://en.wikipedia.org/wiki/Video_search_engine
351,https://en.wikipedia.org/wiki/Apple_(company)
352,https://en.wikipedia.org/wiki/#cite_ref-19
353,https://en.wikipedia.org/wiki/Web_search_engine
354,https://en.wikipedia.org/w/index.php?title=Web_crawler&mobileaction=toggle_view_mobile
355,https://fi.wikipedia.org/wiki/Hakurobotti
356,https://web.archive.org/web/20121221113630/http://informatics.indiana.edu/fil/Papers/AA98.ps
357,https://en.wikipedia.org/wiki/Category:Search_engine_software
358,https://en.wikipedia.org/wiki/Special:EditPage/Template:Internet_search
359,https://en.wikipedia.org/wiki/Zipped_file
360,https://api.semanticscholar.org/CorpusID:18513666
361,http://www.scit.wlv.ac.uk/~in7803/publications/cothey_2004.pdf
362,https://en.wikipedia.org/wiki/Help:Authority_control
363,https://ui.adsabs.harvard.edu/abs/1999Natur.400..107L
364,https://en.wikipedia.org/w/index.php?title=Web_crawler&printable=yes
365,https://ui.adsabs.harvard.edu/abs/2005cs........3069N
366,https://en.wikipedia.org/wiki/Grep
367,https://en.wikipedia.org/wiki/Alexandra_Poulovassilis
368,https://tr.wikipedia.org/wiki/Arama_robotu
369,https://api.semanticscholar.org/CorpusID:10316730
370,http://www.fxpal.com/people/vdberg/pubs/www8/www1999f.pdf
371,https://en.wikipedia.org/wiki/#cite_ref-40
372,https://en.wikipedia.org/wiki/Selection-based_search
373,https://en.wikipedia.org/wiki/Msnbot
374,https://en.wikipedia.org/wiki/Azure_Cognitive_Search
375,https://en.wikipedia.org/wiki/#cite_note-43
376,https://en.wikipedia.org/wiki/Wikipedia:About
377,https://en.wikipedia.org/wiki/#cite_note-cho2003-31
378,https://de.wikipedia.org/wiki/Webcrawler
379,https://en.wikipedia.org/wiki/Intrinsic_and_extrinsic_properties_(philosophy)
380,https://en.wikipedia.org/wiki/National_Center_for_Supercomputing_Applications
381,https://en.wikipedia.org/wiki/#cite_ref-Canada-2017-04-11_50-0
382,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=15
383,https://en.wikipedia.org/wiki/#cite_note-GoogleBooks-9237380-5
384,https://en.wikipedia.org/wiki/Category:Articles_with_dead_external_links_from_August_2025
385,https://en.wikipedia.org/wiki/Special:EditPage/Template:Web_crawlers
386,https://en.wikipedia.org/wiki/Ht-//dig
387,https://en.wikipedia.org/wiki/#cite_ref-25
388,https://en.wikipedia.org/wiki/#cite_note-34
389,https://en.wikipedia.org/wiki/Larry_Page
390,https://ar.wikipedia.org/wiki/%D8%B2%D8%A7%D8%AD%D9%81_%D9%88%D9%8A%D8%A8
391,https://en.wikipedia.org/wiki/List_of_search_engines
392,https://en.wikipedia.org/wiki/Local_search_(Internet)
393,https://en.wikipedia.org/wiki/#Semantic_focused_crawler
394,https://sr.wikipedia.org/wiki/Veb-popisiva%C4%8D
395,https://en.wikipedia.org/wiki/Website_mirroring_software
396,https://en.wikipedia.org/wiki/#cite_note-36
397,https://en.wikipedia.org/wiki/#cite_ref-8
398,https://doi.org/10.1145%2F1062745.1062789
399,https://web.archive.org/web/20010904075500/http://archive.ncsa.uiuc.edu/SDG/IT94/Proceedings/Searching/pinkerton/WebCrawler.html
400,https://en.wikipedia.org/wiki/Web_server
401,https://en.wikipedia.org/wiki/#cite_note-12
402,https://en.wikipedia.org/wiki/World_Wide_Web
403,https://www.slideshare.net/denshe/intelligent-crawling-shestakovwiiat13
404,https://en.wikipedia.org/wiki/YaCy
405,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
406,https://en.wikipedia.org/wiki/Breadth-first_search
407,https://en.wikipedia.org/wiki/#References
408,https://www.wikimedia.org/
409,https://en.wikipedia.org/wiki/Wikipedia:File_upload_wizard
410,https://en.wikipedia.org/wiki/C_(programming_language)
411,https://en.wikipedia.org/wiki/Web_crawling
412,http://vigna.dsi.unimi.it/ftp/papers/UbiCrawler.pdf
413,https://en.wikipedia.org/wiki/Web_query_classification
414,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.1018.1506
415,https://en.wikipedia.org/wiki/Algorithm
416,https://en.wikipedia.org/wiki/#cite_note-33
417,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.2.5538
418,https://en.wikipedia.org/wiki/Distributed_web_crawler
419,https://en.wikipedia.org/wiki/API
420,https://en.wikipedia.org/wiki/Microsoft_Academic_Search
421,https://en.wikipedia.org/wiki/Special:BookSources/978-3-540-23427-2
422,https://nl.wikipedia.org/wiki/Spider
423,https://hu.wikipedia.org/wiki/Keres%C5%91robot
424,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=24
425,https://en.wikipedia.org/wiki/Data-driven_programming
426,https://en.wikipedia.org/wiki/Special:BookSources/1-58113-217-4
427,https://web.archive.org/web/20050422045839/http://www.robotstxt.org/wc/guidelines.html
428,https://en.wikipedia.org/wiki/Category:All_articles_with_dead_external_links
429,https://en.wikipedia.org/w/index.php?title=Special:UrlShortener&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FWeb_crawler
430,https://en.wikipedia.org/wiki/Fetcher
431,https://en.wikipedia.org/wiki/Voice_search
432,https://en.wikipedia.org/wiki/80legs
433,http://www2003.org/cdrom/papers/refereed/p007/p7-abiteboul.html
434,https://en.wikipedia.org/wiki/#cite_note-35
435,https://en.wikipedia.org/wiki/Parallel_computing
436,https://en.wikipedia.org/wiki/Twiceler
437,https://en.wikipedia.org/wiki/Scrapy
438,https://en.wikipedia.org/wiki/Category:Short_description_is_different_from_Wikidata
439,https://en.wikipedia.org/wiki/#cite_ref-46
440,http://infolab.stanford.edu/~backrub/google.html
